"PGN","Parameter Group Label","PGN Length","Transmission Rate","Acronym","pos","SPN length","SPN","Name","Description","Data Range","Operational Range","Resolution","Ofset","Units","Date SPN was added to PGN","Status of SPN addition to PGN","Date SPN was added_or_modified","Status of SPN","SPN Doc","PGN Doc"
64894,"Adaptive Front-Lighting System Status","8","On request","AFSS","1.4",3,3692,"Right Headlamp Dynamic Bending Light","This parameter indicates whether the dynamic bending light of the left headlamp is working properly.

000   Dynamic bending light deactivated.  There is no problem but for some reasons (e.g. daylight present) the bending light is deactivated.
001   Dynamic bending light is working properly.  Normal operation mode. Bending light is working properly.
010   Dynamic bending light fail safe position.  Bending light is damaged, current position does not affect oncoming traffic.
011   Dynamic bending light failure.  Bending light does not work, current position may affect oncoming traffic.
100 – 110 Reserved
111   Not available","0 to 7",,"8 states/3 bit",0,"bit",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64894,"Adaptive Front-Lighting System Status","8","On request","AFSS","2.1",4,3693,"Left Headlamp Light Distribution","This parameter indicates what kind of light distribution is set by the AFS system for the left headlamp.

0000   Light distribution town - The basic light distribution for town light is generated with a symmetrical cut-off line (Class V)
0001   Light distribution country - Country light is mostly similar to the actual SAE low beam pattern. (Class C)
0010   Light distribution motorway - The task of motorway light is an improved overall viewing distance and an optimum of illumination of the second lane on roads with more than one lane and without oncoming traffic. (Class E)
0011   Light distribution high beam - The high beam distribution of the module generates an illumination level that an additional high beam spot is not necessary.
0100   Light distribution adverse weather - The adverse weather light improves the viewing situation for the driver on wet roads and reduces the amount of glare from reflections on wed reads for the oncoming traffic. (Class W) 
0101   Light distribution fail safe position - Module is damaged, current light distribution does not affect oncoming traffic.
0110   Light distribution failure - Module is damaged, current position may affect oncoming traffic.
0111   Different light distributions not available -  No AFS distributions available. Head lamp has only one distribution.
1000 – 1110   Reserved
1111   Not available","0 to 15",,"16 states/4 bit",0,"bit",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64894,"Adaptive Front-Lighting System Status","8","On request","AFSS","2.5",4,3694,"Right Headlamp Light Distribution","This parameter indicates what kind of light distribution is set by the AFS system for the right headlamp.

0000   Light distribution town - The basic light distribution for town light is generated with a symmetrical cut-off line (Class V)
0001   Light distribution country - Country light is mostly similar to the actual SAE low beam pattern. (Class C)
0010   Light distribution motorway - The task of motorway light is an improved overall viewing distance and an optimum of illumination of the second lane on roads with more than one lane and without oncoming traffic. (Class E)
0011   Light distribution high beam - The high beam distribution of the module generates an illumination level that an additional high beam spot is not necessary.
0100   Light distribution adverse weather - The adverse weather light improves the viewing situation for the driver on wet roads and reduces the amount of glare from reflections on wed reads for the oncoming traffic. (Class W) 
0101   Light distribution fail safe position - Module is damaged, current light distribution does not affect oncoming traffic.
0110   Light distribution failure - Module is damaged, current position may affect oncoming traffic.
0111   Different light distributions not available -  No AFS distributions available. Head lamp has only one distribution.
1000 – 1110   Reserved
1111   Not available","0 to 15",,"16 states/4 bit",0,"bit",17 de nov de 05,"Published",17/11/2005,"Published","J1939-71","J1939-71"
64895,"Engine Configuration 2","8","On request","EC2","1",8,3670,"Maximum Crank Attempts per Start Attempt","The number of cranking cycles that will be performed before ending the start attempt.  This is intended to be used in conjunction with Crank Attempt Count on Present Start Attempt, in order to give a FMI 0 diagnostic on the latter.","0 to 250",,"1 count/bit",0,"count",17 de nov de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64897,"EGR Cooler Bypass","8","500 ms","EGRBV","1",8,3672,"EGR Cooler Bypass Actuator Postion","The parameter gives the % open of the EGR Cooler Bypass Actuator, where 0% = Fully Closed (no gas flowing through the bypass), and 100% = Fully Open.","0 to 100 %",,"0.4 %/bit",0,"%",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64899,"Transfer Case Information","8","1 s or on change","TCI","1.1",3,3645,"Transfer case status","This parameter describes the feedback from the  transfer case controller . Used by instrument clusters,  tachographs, PTOs , etc.

000 2 wheel high (normal or `'On Highway' Range)
001 4 wheel high (normal or  'On Highway' Range
010 neutral
011 2 wheel low (or `'Off Highway' Range)
100 4 wheel low (or `'Off Highway' Range)
101 Transfer Case Shift in Progress or gear not confirmed
110 error
111 not available","0 to 7",,"8 states/3 bit",0,"bit",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64900,"Engine Fluid Level/Pressure 9","8","500 ms","EFL/P9","1-2",16,3640,"Engine Intake Valve Actuation Oil Pressure for Cylinder #17","The gage pressure of the oil in the hydraulic accumulator that powers the engine intake valve for cylinder #17.","0 to 6,425.5 kPa",,"0.1 kPa/bit",0,"kPa",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64900,"Engine Fluid Level/Pressure 9","8","500 ms","EFL/P9","3-4",16,3641,"Engine Intake Valve Actuation Oil Pressure for Cylinder #18","The gage pressure of the oil in the hydraulic accumulator that powers the engine intake valve for cylinder #18.","0 to 6,425.5 kPa",,"0.1 kPa/bit",0,"kPa",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64900,"Engine Fluid Level/Pressure 9","8","500 ms","EFL/P9","5-6",16,3642,"Engine Intake Valve Actuation Oil Pressure for Cylinder #19","The gage pressure of the oil in the hydraulic accumulator that powers the engine intake valve for cylinder #19.","0 to 6,425.5 kPa",,"0.1 kPa/bit",0,"kPa",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64900,"Engine Fluid Level/Pressure 9","8","500 ms","EFL/P9","7-8",16,3643,"Engine Intake Valve Actuation Oil Pressure for Cylinder #20","The gage pressure of the oil in the hydraulic accumulator that powers the engine intake valve for cylinder #20.","0 to 6,425.5 kPa",,"0.1 kPa/bit",0,"kPa",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64901,"Engine Fluid Level/Pressure 8","8","500 ms","EFL/P8","1-2",16,3636,"Engine Intake Valve Actuation Oil Pressure for Cylinder #13","The gage pressure of the oil in the hydraulic accumulator that powers the engine intake valve for cylinder #13.","0 to 6,425.5 kPa",,"0.1 kPa/bit",0,"kPa",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64901,"Engine Fluid Level/Pressure 8","8","500 ms","EFL/P8","3-4",16,3637,"Engine Intake Valve Actuation Oil Pressure for Cylinder #14","The gage pressure of the oil in the hydraulic accumulator that powers the engine intake valve for cylinder #14.","0 to 6,425.5 kPa",,"0.1 kPa/bit",0,"kPa",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64901,"Engine Fluid Level/Pressure 8","8","500 ms","EFL/P8","5-6",16,3638,"Engine Intake Valve Actuation Oil Pressure for Cylinder #15","The gage pressure of the oil in the hydraulic accumulator that powers the engine intake valve for cylinder #15.","0 to 6,425.5 kPa",,"0.1 kPa/bit",0,"kPa",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64901,"Engine Fluid Level/Pressure 8","8","500 ms","EFL/P8","7-8",16,3639,"Engine Intake Valve Actuation Oil Pressure for Cylinder #16","The gage pressure of the oil in the hydraulic accumulator that powers the engine intake valve for cylinder #16.","0 to 6,425.5 kPa",,"0.1 kPa/bit",0,"kPa",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64902,"Engine Fluid Level/Pressure 7","8","500 ms","EFL/P7","1-2",16,3632,"Engine Intake Valve Actuation Oil Pressure for Cylinder #9","The gage pressure of the oil in the hydraulic accumulator that powers the engine intake valve for cylinder #9.","0 to 6,425.5 kPa",,"0.1 kPa/bit",0,"kPa",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64902,"Engine Fluid Level/Pressure 7","8","500 ms","EFL/P7","3-4",16,3633,"Engine Intake Valve Actuation Oil Pressure for Cylinder #10","The gage pressure of the oil in the hydraulic accumulator that powers the engine intake valve for cylinder #10.","0 to 6,425.5 kPa",,"0.1 kPa/bit",0,"kPa",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64902,"Engine Fluid Level/Pressure 7","8","500 ms","EFL/P7","5-6",16,3634,"Engine Intake Valve Actuation Oil Pressure for Cylinder #11","The gage pressure of the oil in the hydraulic accumulator that powers the engine intake valve for cylinder #11.","0 to 6,425.5 kPa",,"0.1 kPa/bit",0,"kPa",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64902,"Engine Fluid Level/Pressure 7","8","500 ms","EFL/P7","7-8",16,3635,"Engine Intake Valve Actuation Oil Pressure for Cylinder #12","The gage pressure of the oil in the hydraulic accumulator that powers the engine intake valve for cylinder #12.","0 to 6,425.5 kPa",,"0.1 kPa/bit",0,"kPa",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64903,"Engine Fluid Level/Pressure 6","8","500 ms","EFL/P6","1-2",16,3628,"Engine Intake Valve Actuation Oil Pressure for Cylinder #5","The gage pressure of the oil in the hydraulic accumulator that powers the engine intake valve for cylinder #5.","0 to 6,425.5 kPa",,"0.1 kPa/bit",0,"kPa",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64903,"Engine Fluid Level/Pressure 6","8","500 ms","EFL/P6","3-4",16,3629,"Engine Intake Valve Actuation Oil Pressure for Cylinder #6","The gage pressure of the oil in the hydraulic accumulator that powers the engine intake valve for cylinder #6.","0 to 6,425.5 kPa",,"0.1 kPa/bit",0,"kPa",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64903,"Engine Fluid Level/Pressure 6","8","500 ms","EFL/P6","5-6",16,3630,"Engine Intake Valve Actuation Oil Pressure for Cylinder #7","The gage pressure of the oil in the hydraulic accumulator that powers the engine intake valve for cylinder #7.","0 to 6,425.5 kPa",,"0.1 kPa/bit",0,"kPa",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64903,"Engine Fluid Level/Pressure 6","8","500 ms","EFL/P6","7-8",16,3631,"Engine Intake Valve Actuation Oil Pressure for Cylinder #8","The gage pressure of the oil in the hydraulic accumulator that powers the engine intake valve for cylinder #8.","0 to 6,425.5 kPa",,"0.1 kPa/bit",0,"kPa",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
64904,"Engine Fluid Level/Pressure 5","8","500 ms","EFL/P5","1-2",16,3624,"Engine Intake Valve Actuation Oil Pressure for Cylinder #1","The gage pressure of the oil in the hydraulic accumulator that powers the engine intake valve for cylinder #1.  

This intake valve pressure is at the first cylinder in the engine, while SPN 2948 reflects the intake valve pressure of the entire engine system.","0 to 6,425.5 kPa",,"0.1 kPa/bit",0,"kPa",18 de ago de 05,"Published",18/08/2005,"Published","J1939-71","J1939-71"
